RULE_NUMBER	N_VARS	TP	TN	FP	FN	ACC	SUPP	FPR	GR	SUPDIFF	NRULES	AUC	WRACC	TPR	CONF	FISHER	GAIN	
705.0	4.000000	80.000000	4556.000000	8.000000	742.000000	--------	0.014853	0.001753	55.523114	0.013368	0.000000	--------	0.233603	0.097324	0.909091	0.000000	0.356625	
706.0	4.000000	148.000000	4543.000000	21.000000	674.000000	--------	0.027479	0.004601	39.130576	0.023580	0.000000	--------	0.301289	0.180049	0.875740	0.000000	0.653027	
708.0	4.000000	72.000000	4548.000000	16.000000	750.000000	--------	0.013368	0.003506	24.985401	0.010397	0.000000	--------	0.223870	0.087591	0.818182	0.000000	0.311734	
709.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
710.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
711.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
712.0	4.000000	148.000000	4542.000000	22.000000	674.000000	--------	0.027479	0.004820	37.351913	0.023394	0.000000	--------	0.301103	0.180049	0.870588	0.000000	0.651965	
713.0	4.000000	160.000000	4492.000000	72.000000	662.000000	--------	0.029707	0.015776	12.338470	0.016339	0.000000	--------	0.304190	0.194647	0.689655	0.000000	0.659479	
714.0	4.000000	160.000000	4522.000000	42.000000	662.000000	--------	0.029707	0.009202	21.151663	0.021909	0.000000	--------	0.309760	0.194647	0.792079	0.000000	0.686432	
716.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
717.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
718.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
719.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
720.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
721.0	4.000000	72.000000	4564.000000	0.000000	750.000000	--------	0.013368	0.000000	INFINITY	0.013368	0.000000	--------	0.226841	0.087591	1.000000	0.000000	0.329311	
722.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
723.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
724.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
725.0	4.000000	144.000000	4564.000000	0.000000	678.000000	--------	0.026736	0.000000	INFINITY	0.026736	0.000000	--------	0.301064	0.175182	1.000000	0.000000	0.658622	
727.0	4.000000	64.000000	3883.000000	26.000000	1413.000000	--------	0.011883	0.006651	6.514661	0.007055	0.000000	--------	0.300851	0.043331	0.711111	0.000000	0.097350	
731.0	4.000000	120.000000	3909.000000	0.000000	1357.000000	--------	0.022280	0.000000	INFINITY	0.022280	0.000000	--------	0.333195	0.081246	1.000000	0.000000	0.210230	
732.0	4.000000	53.000000	3886.000000	23.000000	1424.000000	--------	0.009840	0.005884	6.098643	0.005570	0.000000	--------	0.296002	0.035884	0.697368	0.000000	0.079918	
733.0	4.000000	60.000000	3907.000000	2.000000	1417.000000	--------	0.011140	0.000512	79.397427	0.010769	0.000000	--------	0.303341	0.040623	0.967742	0.000000	0.103783	
734.0	4.000000	60.000000	3900.000000	9.000000	1417.000000	--------	0.011140	0.002302	17.643873	0.009469	0.000000	--------	0.302041	0.040623	0.869565	0.000000	0.099437	
735.0	4.000000	120.000000	3885.000000	24.000000	1357.000000	--------	0.022280	0.006140	13.232905	0.017824	0.000000	--------	0.328739	0.081246	0.833333	0.000000	0.195417	
736.0	4.000000	54.000000	3909.000000	0.000000	1423.000000	--------	0.010026	0.000000	INFINITY	0.010026	0.000000	--------	0.300764	0.036561	1.000000	0.000000	0.094603	
737.0	4.000000	60.000000	3883.000000	26.000000	1417.000000	--------	0.011140	0.006651	6.107494	0.006313	0.000000	--------	0.298885	0.040623	0.697674	0.000000	0.090491	
738.0	4.000000	60.000000	3909.000000	0.000000	1417.000000	--------	0.011140	0.000000	INFINITY	0.011140	0.000000	--------	0.303712	0.040623	1.000000	0.000000	0.105115	
